id,predicted_price
2591820310,421573.4
7974200820,874076.6
7701450110,1708803
9522300010,1654710.2
9510861140,946654.9
1761300310,285818.78
7732410120,787924.9
7010701383,545070.56
291310170,429510.1
4232901990,541965.1
6840701125,554161.06
3971700580,385448.8
4202400078,221774.34
6064800090,398868.25
2626119028,329150.56
3303980660,1217901.1
862000020,690431.25
2386000070,1037781.6
1138000450,373263.38
1775800420,417594.44
2291401425,448309.84
2025770560,1288228.6
3525069037,753870.4
9324800450,635845.44
8080400136,589280.56
8651540040,587025.8
9407001790,246218.84
1773101530,271589.56
9432900250,316199.44
1794500695,542712.56
2220069003,274571.12
923000120,442942.88
5728000060,590716.3
16000200,235652.95
1926059094,462177.62
6672900220,754202.06
3629860060,1049522.8
1822069109,443219.2
6675500105,390583.88
249000180,1789704.4
226059065,476988.94
396100110,242120.61
9264450460,388975.1
7853361210,408346.94
9474700020,283543.12
421000455,211863.38
3755200220,382257.47
7960100075,489667.12
9477100490,381863.66
9138100350,739847.56
1624049275,527125.56
2770606890,516786.8
1157200189,472540.4
2770601800,498798.2
9301300805,491997.1
2325069032,1419869.4
1021079099,396899.8
7215730040,994778.3
1853200080,446717.84
3224600340,699007.94
3222049120,462105.1
2113700025,337446.75
7893207925,249755.1
3586501085,546752.8
8024200010,433226.7
7116500705,164065.47
1598600209,296078.47
7204200025,674299.4
4206901505,508536.62
2937300440,1025663.4
7205000180,359507.44
8718500665,373437
5318101765,727146.7
4122700020,937861.3
8078700020,494006.22
3303980680,779029.7
8924100372,1270537.9
2781270210,180482.56
519000043,568735
3225069301,1586272.1
151000075,654973.56
2297400020,441578.72
6617500085,641060.56
104510180,256976.27
3528900060,888030.94
3345100286,541754.1
1226039130,428148.62
8712100720,759620.8
3037200010,394763.56
3626039268,397204.88
104510230,242439.48
5112800060,365583.94
6072400280,559098.2
5317100570,1158423.2
9528102993,541766.3
2919201095,484730.97
6181400920,249433.83
185000161,335689.97
8691400010,1001710.9
3345700165,529594.7
6151800486,237816.94
4340000080,1037710.25
4136960010,732175.25
3634100030,370290.9
1624059224,1530180.1
2788400090,282298.84
9828200762,520598.5
7524400250,577094.6
3528000290,772897.3
5700003630,1787784
2720069019,308166.8
7227501170,210246.78
2397101270,549633.3
6792100090,727309.2
2770602265,529785.7
3971700937,336068.94
422049203,272328.38
3076500830,326409.62
1423400260,302639.94
9161100795,399454.28
3126049052,497972.84
5100401468,399826.03
514500235,390748.44
1423200170,241476.3
1402100070,423446.28
624110020,812265
2407000145,257498.25
1890000225,871298.75
1320069271,298974.97
5490700085,381498.12
263000155,418726.28
3726800201,445042.22
5153200358,274380.03
2725079018,839816.1
7165700200,296507
9429000170,511824.84
8718500075,347275.6
1760650950,320100.6
1068000559,1236607.8
4113800500,661487.06
4077800507,568650.94
2725069150,977151.94
4008400035,764856
7016310270,448087.1
1432701230,243609.84
3278606050,385677.22
2473350710,421983.97
2185000685,301819.62
7792000025,375047.88
6868200029,501400.7
624069003,721445.1
7431500280,951802.4
3296000040,659698.1
1118001215,1375312.9
6453900040,676649.8
333100209,654718.9
34001765,534670
8946700100,376565.44
5561401210,650863.9
6671900095,305516.34
3275850020,719392.2
3876300600,404116.7
1450900020,256628.06
8562780280,329198.53
7663700973,312659.3
2126049032,341145.22
1823059159,228347.11
3438503426,290431.34
9297301495,525587.7
7140700850,431306.2
7942601805,790237.94
2555900030,351976.34
2887970040,287616.16
7419700010,601843.44
2239000011,357020
9283800050,388092.1
9407001340,297008.03
217500140,525627.4
7212660520,259920.31
3298201170,431711.5
3057000400,301041.97
6865200444,499412.72
6071600340,615263.3
6821600005,707932.6
1235100371,962394.1
7796450340,356215.78
3603000410,165403.56
9297300255,495981.12
9126100850,642675.5
2770601462,601421.3
2599001500,254992.8
1102000095,918055.7
1853080640,1117524.5
9551201585,983170
3438500796,322430.44
7518504291,529672.56
9269200340,408608.5
715010130,2034639.1
1982201485,615753.56
9526500080,427733.22
9277200180,389496.88
6669150280,348897.34
8917100153,654075.2
3760500516,1008199.56
2725069050,1188813.8
3332000091,322702.6
8562770080,564056.4
8151601190,246861.19
8563040160,731402.4
240000269,1203822.6
4307350200,347992.06
1311910300,309240.5
3574900030,486357.7
7853230570,500328.1
320069049,377491.88
9839301060,568700.5
7011201333,706526.5
2781320100,304385.66
3421069120,446994.3
7852030320,508621.84
5316101075,2016790.2
5309100750,461713.28
629000730,646428.8
511700170,306486.2
1562100030,606217.3
2489200230,477482.22
524069116,580917.6
5315100737,838637.75
1868900675,790956.1
1608000120,372620.62
705700240,326600.44
7575600610,313372.97
1778500015,660813.7
5423500240,204205.84
6713700025,337552.44
2734100734,393685.75
301402280,210329.25
2113700205,288604.62
4114601570,2125257.5
3332000615,331387.6
3630050180,370040.78
6852700520,515872.5
6870310010,708320.44
6163900981,329488.72
393000142,383727.38
1771100130,316757.12
1442860160,432638.28
9191200435,618293.7
6788200800,1043485.1
1115300070,835441.3
3176600105,694746
2770604665,617223.44
5469500580,495382.56
5680000545,575724.75
3424089119,571678.44
1328300180,325040.6
1773100922,391657.4
4123830480,357341.2
9808610190,811053.8
4250200140,272686.38
4217402115,2399622.8
3831250350,418258.3
2397101055,692582.9
6817850110,979525.4
7526800200,749939.5
7853370100,605009.25
2523089025,998654.5
9476200680,297255.53
5714200140,426842.62
3575304895,723910.56
263000018,430075.75
8080400177,609423.4
6450304130,291381
514500090,519495.47
9477000300,515736.97
853600310,1449715.8
1951600240,226002.17
1099900120,332713.47
5323100120,547646.75
1223089016,452800.03
522059172,266449.9
1930300190,607744.6
9542840410,310727.75
8665050530,581434.06
5592900205,382217.47
5450300010,531239.9
2459960030,353976.7
3331500455,592583.94
3432500705,428791.25
3702900165,306058.12
5249803550,475229.2
626049058,458641.03
1788900380,189859.38
8075400360,240325.03
9113200250,761852.8
2738640040,751446.6
7821200307,446549.16
3530440140,255973.22
3582700130,431120.56
9276200569,743722.5
7197800020,678979.7
686200490,698848.5
3501600100,382207.38
6383000690,622994.3
7604400150,353462.06
5249801411,769098.9
2607720420,422019.4
9561100010,407053.28
1796370590,254542.47
4077800593,352004.94
854000165,255608.89
5536100010,724274.4
4188000670,925959.7
31000165,1151104.2
662350050,1202129.5
4137000280,359898.34
6169901130,893720.5
1953400510,289151.75
7518506716,1085313.4
1552520010,331082.8
7955080270,348511.97
9212900100,520816.22
3438500798,303093.84
7899800890,183421.55
4319200605,468682.12
1329300480,370497.5
8935100100,701686.9
5016001260,507376.94
4337600280,298655.94
1446401220,229268.4
7135521530,688453.8
6888900115,367113.28
