id,predicted_price
2591820310,2805534.5
7974200820,3838729.0
7701450110,3712528.2
9522300010,3875313.5
9510861140,3110150.5
1761300310,2950247.2
7732410120,3042035.0
7010701383,3928907.5
291310170,3110150.5
4232901990,3220902.0
6840701125,3792733.0
3971700580,3870955.0
4202400078,3220902.0
6064800090,3867198.8
2626119028,3192090.0
3303980660,3125850.8
862000020,2778302.0
2386000070,3838187.2
1138000450,2938134.5
1775800420,3560307.2
2291401425,3561326.0
2025770560,3101324.0
3525069037,3110150.5
9324800450,4242121.5
8080400136,3923276.2
8651540040,3048023.0
9407001790,3192090.0
1773101530,3195343.0
9432900250,3042035.0
1794500695,3238186.5
2220069003,4896090.5
923000120,3870955.0
5728000060,3870955.0
16000200,3048023.0
1926059094,3209220.0
6672900220,2950073.0
3629860060,3877968.0
1822069109,3928907.5
6675500105,3205249.8
249000180,3101324.0
226059065,3868039.8
396100110,3220902.0
9264450460,3042035.0
7853361210,3205249.8
9474700020,3192090.0
421000455,3192090.0
3755200220,2950247.2
7960100075,3869146.5
9477100490,3209220.0
9138100350,3169672.5
1624049275,3042035.0
2770606890,2953901.5
1157200189,3195842.8
2770601800,3870955.0
9301300805,3928053.2
2325069032,3877968.0
1021079099,3928907.5
7215730040,3032210.5
1853200080,3810592.5
3224600340,3042035.0
3222049120,3700997.0
2113700025,3220902.0
7893207925,3209220.0
3586501085,3042035.0
8024200010,3810592.5
7116500705,3220902.0
1598600209,3842860.8
7204200025,4794290.5
4206901505,3220902.0
2937300440,3042035.0
7205000180,2805534.5
8718500665,3792733.0
5318101765,3051979.0
4122700020,2950247.2
8078700020,3205060.2
3303980680,3125850.8
8924100372,4931941.0
2781270210,3075716.5
519000043,3110150.5
3225069301,4794290.5
151000075,3110150.5
2297400020,3868039.8
6617500085,3842860.8
104510180,3868039.8
3528900060,3928053.2
3345100286,3842860.8
1226039130,3868039.8
8712100720,3205249.8
3037200010,3075534.5
3626039268,3195343.0
104510230,3048203.5
5112800060,3562990.5
6072400280,3842860.8
5317100570,3110150.5
9528102993,3036667.0
2919201095,3192090.0
6181400920,3110150.5
185000161,3792733.0
8691400010,3068070.2
3345700165,3048023.0
6151800486,3220902.0
4340000080,3125850.8
4136960010,4931941.0
3634100030,2950247.2
1624059224,3918564.8
2788400090,3792733.0
9828200762,3810592.5
7524400250,3048203.5
3528000290,3042035.0
5700003630,4880846.0
2720069019,3447143.2
7227501170,2950247.2
2397101270,3205249.8
6792100090,3042035.0
2770602265,3869146.5
3971700937,3870955.0
422049203,3870955.0
3076500830,3195343.0
1423400260,3051979.0
9161100795,3792733.0
